SUBNO,SEX,AGEGRP,RACEGRP,WEIGHTKG,STATURE,HEADCIRC,BITCOR,BITFRONT,BITSUBN,BITCHIN,NECKCIRC,HEADBR,HEADLTH,MINFRBR,MAXFRBR,BIZYGOBR,BIGONLBR,NROOTBR,NOSEBR,LIPLTH,SUBNASAL,MENSELL,NOSEPRO,INTPUPBR,
795,2,1,1,72.1,"1,555",544,321,301,282,301,"-9,999",140,186,105,102,132,101,15,31,44,48,99,20,61.5,
796,1,2,2,82.9,"1,695",556,342,298,300,330,"-9,999",152,193,105,112,139,110,17,40,57,43,116,18,62.0,
797,1,2,2,75.8,"1,656",570,340,303,286,329,"-9,999",152,191,101,105,140,110,15,45,55,47,112,21,68.5,
798,1,1,1,87.8,"1,735",573,364,290,279,304,"-9,999",154,192,106,112,140,116,18,34,49,48,110,16,60.0,
799,1,2,1,73.5,"1,694",562,345,300,285,324,"-9,999",146,190,107,109,135,117,13,33,53,51,104,22,63.5,
800,1,1,3,136.1,"1,784",590,365,330,322,352,"-9,999",164,207,119,121,152,134,18,43,52,52,133,22,66.0,
801,1,1,1,96.3,"1,775",567,341,313,296,332,"-9,999",150,194,100,104,143,110,16,35,49,54,118,23,67.0,
802,1,1,4,86.9,"1,733",580,340,294,294,320,"-9,999",150,206,101,110,134,114,16,31,50,49,113,17,60.5,
803,1,1,1,81.3,"1,852",569,345,305,280,324,"-9,999",153,195,106,110,140,111,15,37,54,52,126,26,66.5,
804,1,2,1,95.7,"1,840",587,362,314,304,328,"-9,999",158,202,107,123,147,117,20,38,54,47,120,20,68.5,
805,1,2,3,86.7,"1,669",581,345,311,306,352,"-9,999",149,195,102,106,144,115,19,32,44,43,114,20,65.0,
806,2,1,2,66.9,"1,652",554,339,289,296,316,"-9,999",146,188,105,115,140,112,20,36,55,55,124,20,69.5,
807,1,3,2,74.0,"1,707",544,321,290,285,327,"-9,999",140,184,95,105,135,106,14,40,53,50,105,20,60.0,
808,2,1,1,80.2,"1,698",558,328,287,277,296,"-9,999",145,193,112,117,134,112,20,32,43,44,118,17,63.5,
809,1,2,1,82.2,"1,842",577,345,295,282,315,"-9,999",140,191,100,105,126,95,15,33,48,58,137,20,58.5,
810,1,2,4,68.2,"1,812",533,327,285,274,315,"-9,999",145,185,105,110,134,111,18,32,48,49,123,17,56.0,
811,1,2,1,101.6,"1,825",576,370,331,302,335,"-9,999",160,189,101,110,151,114,16,34,44,54,122,22,65.5,
812,1,1,2,74.9,"1,738",579,355,297,291,316,"-9,999",151,200,116,118,141,108,19,35,54,47,118,16,69.0,
813,1,1,3,108.1,"1,699",594,360,313,300,345,"-9,999",154,203,101,105,142,120,15,37,49,49,125,22,65.0,
814,1,2,3,71.9,"1,605",543,332,290,301,332,"-9,999",140,192,101,113,147,125,16,35,51,59,125,19,64.0,
815,1,3,1,114.2,"1,775",580,360,326,303,341,"-9,999",155,190,103,106,146,115,12,33,53,54,123,25,65.5,
816,1,1,1,70.8,"1,735",564,355,295,283,319,"-9,999",153,195,107,112,136,110,14,32,44,49,114,15,62.0,
817,1,2,2,81.4,"1,678",565,344,315,310,325,"-9,999",150,191,105,115,145,110,14,43,52,52,116,20,68.5,
818,1,3,2,129.8,"1,897",578,345,310,302,335,"-9,999",158,204,107,120,150,130,16,40,53,60,135,21,68.0,
819,1,2,3,146.5,"1,682",543,349,315,311,340,"-9,999",154,183,105,110,151,126,13,32,56,57,112,20,68.5,
820,1,2,3,86.0,"1,660",560,331,298,295,322,"-9,999",144,194,106,115,140,130,17,36,43,53,119,18,61.5,
821,1,2,2,106.9,"1,820",548,334,302,305,341,"-9,999",145,189,101,110,140,115,15,44,60,52,125,16,69.0,
822,1,2,2,77.7,"1,733",565,325,295,305,341,"-9,999",145,203,103,111,140,120,20,43,53,50,127,21,66.0,
823,1,1,3,96.0,"1,750",576,346,302,310,345,"-9,999",150,203,96,103,141,116,18,37,54,53,120,23,61.5,
824,1,2,1,106.4,"1,783",595,355,310,300,335,"-9,999",153,208,109,112,146,132,18,37,55,48,123,25,65.0,
825,1,2,3,91.2,"1,751",593,355,314,305,340,"-9,999",155,191,105,115,150,107,13,34,53,53,116,24,64.0,
826,1,1,1,99.8,"1,735",595,355,315,310,350,"-9,999",153,208,111,119,150,135,21,41,56,47,120,21,65.0,
827,1,1,3,91.0,"1,699",566,343,305,296,340,"-9,999",150,191,95,100,139,118,13,36,46,51,114,22,61.0,
828,2,1,2,64.9,"1,658",583,320,285,290,325,"-9,999",136,195,101,107,130,105,20,38,52,45,116,17,63.0,
829,2,1,3,82.9,"1,656",555,331,283,283,307,"-9,999",145,181,92,105,138,99,14,37,52,47,107,19,60.0,
830,1,1,1,77.2,"1,798",583,370,300,285,325,"-9,999",152,202,108,116,140,113,18,33,52,52,126,23,64.0,
831,2,2,1,93.7,"1,664",546,330,300,290,321,"-9,999",145,189,94,97,138,112,12,36,46,47,105,19,59.0,
832,1,2,1,164.0,"1,764",586,360,310,300,355,"-9,999",162,197,110,117,156,160,20,37,49,50,129,23,68.5,
833,1,2,2,70.9,"1,680",576,320,296,290,329,"-9,999",150,187,96,109,143,106,15,38,47,52,116,15,64.5,
834,1,1,1,118.8,"1,770",580,360,310,300,343,"-9,999",158,198,108,118,151,129,22,36,50,45,118,22,61.5,
835,1,2,2,54.6,"1,769",527,320,290,276,311,"-9,999",136,186,92,112,135,97,16,40,51,50,125,20,71.0,
836,1,2,3,93.1,"1,678",560,340,300,310,345,"-9,999",146,186,103,112,150,134,21,43,57,59,137,26,67.0,
837,1,2,2,90.5,"1,863",575,325,305,310,363,"-9,999",156,200,103,113,147,131,19,48,56,48,128,19,65.5,
838,1,2,1,86.0,"1,705",575,345,309,305,343,"-9,999",150,201,105,114,142,105,15,37,49,48,125,21,67.5,
839,1,2,3,124.3,"1,657",600,375,310,315,345,"-9,999",161,205,105,109,150,153,18,39,53,51,129,22,65.5,
840,1,1,2,82.1,"1,803",571,340,300,297,332,"-9,999",143,208,104,110,134,114,18,47,58,50,130,20,65.5,
841,1,1,2,77.3,"1,794",578,335,305,305,325,"-9,999",145,206,108,112,132,114,15,44,57,59,128,21,65.0,
842,2,1,1,56.8,"1,606",539,329,278,271,290,"-9,999",144,187,102,110,135,98,15,33,49,47,108,19,61.5,
843,1,1,2,89.8,"1,748",567,335,290,295,330,"-9,999",155,195,103,112,145,125,17,44,54,50,121,16,64.5,
844,1,1,2,122.5,"1,710",575,335,294,292,316,"-9,999",155,198,104,111,149,119,18,40,55,52,127,15,66.5,
845,1,1,3,117.8,"1,677",583,350,295,315,355,"-9,999",165,190,107,113,153,139,20,40,55,47,129,23,62.0,
846,1,1,3,62.1,"1,613",532,335,264,270,293,"-9,999",151,180,103,110,133,106,14,33,49,50,112,16,58.5,
847,1,1,2,72.6,"1,700",554,330,290,295,340,"-9,999",145,187,104,111,138,120,23,43,55,44,117,21,65.0,
848,1,1,1,79.1,"1,579",575,369,299,283,315,"-9,999",159,200,110,115,140,121,18,38,50,50,116,18,61.0,
849,1,2,3,101.2,"1,803",595,365,305,295,340,"-9,999",154,202,110,115,143,130,18,40,54,52,135,23,64.0,
850,1,1,2,113.6,"1,715",610,370,323,323,358,"-9,999",163,205,115,126,155,150,23,47,59,49,127,18,70.0,
851,2,2,1,85.8,"1,671",563,350,280,265,285,"-9,999",150,190,106,112,143,110,19,32,47,57,116,19,62.0,
852,1,2,1,95.1,"1,789",592,357,311,300,335,"-9,999",160,204,110,118,149,127,16,38,53,52,128,17,66.0,
853,1,2,1,82.6,"1,767",568,350,290,285,320,"-9,999",153,201,95,110,133,110,17,35,51,47,124,23,62.5,
854,1,2,1,84.9,"1,739",549,347,296,285,305,"-9,999",147,190,105,111,139,113,17,35,43,46,113,17,62.5,
855,1,1,3,80.6,"1,835",572,350,300,295,330,"-9,999",145,203,103,108,135,110,17,32,50,47,118,23,59.5,
856,1,3,1,104.3,"1,712",594,350,301,293,336,"-9,999",160,207,107,112,149,125,19,34,49,54,123,18,65.5,
857,1,3,3,116.9,"1,689",576,335,299,306,345,"-9,999",151,195,106,112,151,135,17,39,52,49,123,25,65.0,
858,1,3,1,70.3,"1,793",571,340,300,292,320,"-9,999",148,205,104,113,133,107,18,41,49,58,124,21,64.5,
859,1,1,1,82.2,"1,755",575,340,290,285,315,"-9,999",152,197,102,109,138,112,18,30,51,51,112,23,61.0,
860,1,3,3,104.7,"1,728",561,359,300,296,330,"-9,999",159,185,114,122,146,117,18,42,50,60,127,19,63.5,
861,1,1,3,82.1,"1,600",582,345,300,305,335,"-9,999",151,190,110,119,155,138,19,39,52,54,120,23,65.0,
862,1,1,3,86.3,"1,745",596,356,323,313,339,"-9,999",150,210,114,120,149,125,18,39,50,52,119,17,70.0,
863,2,3,3,108.5,"1,541",575,345,290,290,315,"-9,999",155,190,102,110,148,140,17,36,47,41,114,19,64.5,
864,1,2,2,124.6,"1,819",600,349,315,313,361,"-9,999",153,201,106,110,151,137,15,44,55,49,114,14,71.0,
865,1,3,2,99.0,"1,686",567,332,302,295,336,"-9,999",145,195,90,109,143,117,15,40,52,57,126,16,61.0,
866,1,1,2,97.1,"1,838",585,363,305,304,343,"-9,999",150,195,95,104,141,125,18,43,59,51,121,23,68.5,
867,1,2,2,68.0,"1,650",575,350,311,294,324,"-9,999",153,198,107,115,142,122,15,39,51,40,106,14,69.0,
868,1,2,1,99.0,"1,835",577,351,303,285,331,"-9,999",151,201,96,110,140,117,11,38,55,55,120,20,60.0,
869,1,1,3,58.4,"1,606",546,331,290,270,294,"-9,999",143,185,95,105,131,110,12,31,40,54,123,22,59.5,
870,1,2,2,75.7,"1,664",564,331,290,302,332,"-9,999",150,195,96,107,141,111,12,38,52,53,118,19,68.0,
871,1,2,2,116.8,"1,780",563,345,301,305,345,"-9,999",155,185,100,115,147,125,16,41,55,51,123,16,67.5,
872,1,1,3,110.2,"1,608",549,345,286,287,325,"-9,999",154,180,100,107,146,130,15,34,52,51,115,21,60.5,
873,1,3,3,85.2,"1,630",576,341,304,305,351,"-9,999",150,193,93,105,147,125,12,35,52,54,125,16,61.5,
874,1,2,1,91.3,"1,758",580,341,302,291,342,"-9,999",145,197,98,102,140,111,12,36,53,55,122,21,61.0,
875,1,1,3,91.4,"1,675",570,361,311,300,342,"-9,999",155,190,100,114,150,123,15,35,53,53,125,20,67.0,
876,1,1,3,101.5,"1,734",591,361,305,285,331,"-9,999",156,195,105,112,145,121,17,35,47,53,129,20,65.5,
877,1,2,1,80.0,"1,752",553,339,305,290,315,"-9,999",151,186,104,110,140,112,15,31,48,54,114,21,66.0,
878,1,2,2,79.5,"1,854",585,370,314,290,331,"-9,999",151,205,105,111,141,114,15,35,47,55,127,22,66.0,
879,1,3,2,57.9,"1,620",567,338,294,275,296,"-9,999",150,190,95,105,125,101,14,45,50,51,124,20,64.5,
880,1,1,4,69.7,"1,648",566,356,301,290,325,"-9,999",150,190,98,106,140,113,14,35,50,53,114,20,63.5,
881,1,2,3,80.7,"1,723",556,330,285,305,335,"-9,999",148,195,97,110,140,121,15,45,56,51,111,20,64.5,
882,1,1,1,136.8,"1,746",570,358,305,299,330,"-9,999",155,190,100,105,149,135,13,35,50,50,116,20,63.5,
883,1,3,1,85.9,"1,730",580,340,315,305,341,"-9,999",160,185,100,115,145,126,12,37,52,50,120,21,67.0,
884,1,3,2,60.8,"1,488",556,330,290,280,305,"-9,999",150,190,105,115,146,121,20,43,58,54,119,19,65.5,
885,1,1,1,65.9,"1,788",527,330,273,265,299,"-9,999",140,175,95,102,135,114,14,35,44,48,108,18,64.5,
886,1,2,1,59.2,"1,763",566,339,305,263,294,"-9,999",150,196,101,107,134,115,15,32,48,55,115,25,65.0,
887,1,2,1,70.1,"1,725",573,335,300,286,321,"-9,999",150,201,98,107,135,111,15,33,53,53,124,19,67.0,
888,1,1,2,116.9,"1,813",577,341,302,303,350,"-9,999",149,196,101,109,140,127,12,40,53,47,117,20,69.5,
889,1,2,2,79.0,"1,712",549,350,294,296,335,"-9,999",155,180,105,114,143,120,14,40,53,44,107,17,65.5,
890,1,2,1,61.2,"1,757",563,355,300,295,325,"-9,999",155,190,105,114,140,102,12,32,42,55,113,28,66.5,
891,1,2,3,68.8,"1,601",531,341,295,290,321,"-9,999",146,175,101,111,136,120,14,44,56,47,111,18,64.5,
892,1,1,1,64.7,"1,670",551,330,280,275,315,"-9,999",141,192,95,106,135,108,13,31,47,50,116,22,64.0,
893,1,2,1,127.4,"1,900",588,360,321,305,351,"-9,999",155,195,105,114,151,127,14,37,50,54,121,24,66.5,
894,2,1,3,103.3,"1,633",573,360,313,295,329,"-9,999",150,185,106,115,143,116,17,35,53,56,112,25,67.0,
895,1,1,3,91.2,"1,703",554,360,310,306,335,"-9,999",144,195,101,108,142,121,14,36,53,56,126,25,66.5,
896,1,1,1,71.3,"1,740",560,345,300,272,312,"-9,999",151,186,100,105,131,115,13,34,47,51,108,25,60.0,
897,1,1,3,125.9,"1,777",590,380,324,300,331,"-9,999",151,200,101,106,144,126,16,40,51,50,115,21,62.0,
898,1,1,2,93.9,"1,754",601,361,315,303,342,"-9,999",150,203,100,110,143,119,14,40,55,54,127,23,64.0,
899,1,3,1,95.1,"1,735",570,340,290,285,320,"-9,999",146,195,103,108,140,115,14,31,54,51,129,24,64.0,
900,1,2,3,77.2,"1,746",575,345,300,300,335,"-9,999",150,198,105,110,147,130,20,40,50,53,121,22,65.0,
901,2,2,1,60.3,"1,610",535,320,285,275,301,"-9,999",133,181,96,106,123,100,16,35,45,49,104,22,65.0,
902,2,3,1,53.0,"1,530",558,325,295,270,292,"-9,999",148,191,102,106,135,107,15,31,52,47,112,20,62.5,
903,1,3,3,87.0,"1,770",542,335,305,304,351,"-9,999",153,180,101,110,149,124,14,35,50,53,115,23,59.5,
904,1,2,2,101.7,"1,685",585,360,300,290,317,"-9,999",155,197,98,106,145,120,21,42,52,40,111,18,61.5,
905,1,2,3,99.8,"1,759",579,352,319,313,351,"-9,999",151,200,104,120,152,130,16,43,55,52,114,21,71.5,
906,2,1,1,60.9,"1,590",515,310,265,255,287,"-9,999",141,170,99,103,131,102,15,30,44,47,110,21,57.0,
907,1,1,3,89.8,"1,590",564,340,295,290,330,"-9,999",150,190,100,102,144,117,15,40,45,51,115,20,61.5,
908,1,3,2,98.0,"1,737",588,355,305,285,325,"-9,999",154,201,110,117,142,115,19,45,53,57,135,19,68.0,
909,1,2,2,104.3,"1,805",558,350,302,303,352,"-9,999",142,184,100,115,140,120,16,41,55,52,121,20,74.0,
910,1,2,1,66.1,"1,731",559,350,285,281,310,"-9,999",152,195,100,105,130,114,17,35,48,47,120,24,62.5,
911,1,2,3,101.2,"1,675",555,355,315,306,345,"-9,999",152,190,100,107,150,135,13,35,55,49,115,21,65.0,
912,1,2,3,99.5,"1,753",595,365,297,295,323,"-9,999",161,199,98,107,141,136,18,38,58,53,116,22,63.0,
913,1,2,2,88.1,"1,765",570,315,290,300,335,"-9,999",140,204,98,110,135,115,17,41,52,54,122,23,63.5,
914,1,1,3,73.7,"1,593",582,365,295,275,305,"-9,999",154,202,100,108,140,119,19,39,45,52,132,20,61.0,
915,1,3,3,75.2,"1,659",579,360,310,303,340,"-9,999",143,195,107,116,140,109,14,37,56,57,116,21,66.5,
916,1,2,3,117.3,"1,862",588,342,330,300,355,"-9,999",162,202,112,121,162,142,17,35,49,52,129,25,67.0,
917,1,1,1,127.3,"1,754",580,380,315,309,350,"-9,999",156,192,96,103,151,125,15,35,46,51,119,21,66.0,
918,1,2,3,84.6,"1,628",550,340,285,280,315,"-9,999",153,180,100,108,145,129,18,36,47,41,111,21,62.0,
919,1,2,1,58.8,"1,666",541,340,295,275,311,"-9,999",140,186,100,105,135,106,12,34,52,55,118,24,66.0,
920,2,2,2,40.8,"1,570",540,315,275,269,295,"-9,999",140,187,102,108,132,100,17,35,44,44,119,20,63.5,
921,2,1,3,78.4,"1,595",544,335,290,300,311,"-9,999",142,174,96,100,139,104,12,40,52,53,113,17,58.0,
922,2,2,3,117.8,"1,590",585,335,295,300,320,"-9,999",152,195,105,110,147,135,17,40,50,44,112,18,60.0,
923,1,2,1,73.5,"1,704",546,321,285,296,335,"-9,999",142,195,92,105,137,113,12,33,43,53,114,22,56.5,
924,1,3,2,88.6,"1,701",577,345,285,280,320,"-9,999",159,197,113,113,144,124,16,43,54,51,117,18,68.5,
925,2,2,2,78.8,"1,613",553,315,287,288,321,"-9,999",140,190,104,106,131,101,14,35,48,48,114,20,65.0,
926,2,2,1,56.5,"1,648",549,350,290,265,288,"-9,999",149,184,105,110,135,100,15,31,48,47,113,22,65.5,
927,1,2,2,121.9,"1,765",567,334,306,315,355,"-9,999",150,195,91,105,145,125,14,47,58,53,117,18,64.0,
928,1,1,3,74.3,"1,660",583,360,295,285,317,"-9,999",158,191,102,111,145,117,18,37,51,55,120,18,65.0,
929,1,3,2,88.7,"1,721",575,330,300,289,333,"-9,999",145,204,100,103,137,111,13,39,55,51,117,19,63.5,
930,1,1,1,73.2,"1,846",563,360,295,272,300,"-9,999",153,197,106,110,140,113,21,43,46,45,118,24,59.0,
931,1,1,3,69.6,"1,679",571,341,313,310,340,"-9,999",145,198,105,113,143,125,14,40,51,61,121,25,65.5,
932,1,1,2,90.6,"1,728",635,385,300,303,345,"-9,999",163,205,110,116,148,126,22,44,53,47,128,21,68.0,
933,1,2,2,69.4,"1,715",560,330,305,299,325,"-9,999",153,186,100,108,146,115,16,43,53,47,116,15,73.0,
934,1,1,3,74.3,"1,649",566,338,294,295,333,"-9,999",146,195,110,115,144,132,20,38,48,53,125,23,67.0,
935,1,2,2,72.4,"1,630",559,326,300,275,311,"-9,999",137,200,103,109,130,105,14,47,57,48,115,19,67.5,
936,1,3,2,101.6,"1,790",582,345,295,292,330,"-9,999",151,195,109,117,147,140,22,50,63,53,123,20,69.5,
937,1,2,3,133.4,"1,729",580,360,319,310,365,"-9,999",165,194,113,115,160,144,17,41,55,54,127,20,71.5,
938,1,3,2,82.2,"1,793",568,335,280,285,335,"-9,999",143,202,107,112,140,118,20,40,60,54,131,21,64.0,
939,1,1,3,68.8,"1,702",545,345,290,276,310,"-9,999",138,185,93,105,136,114,15,39,46,54,111,25,62.5,
940,1,1,3,91.8,"1,777",570,330,295,310,347,"-9,999",143,205,101,109,136,124,21,37,53,59,124,21,61.0,
941,2,3,2,53.8,"1,730",560,350,290,275,300,"-9,999",141,191,92,105,125,101,13,40,50,51,101,18,64.0,
942,1,2,2,77.5,"1,775",572,350,290,270,305,"-9,999",157,199,105,116,142,122,19,42,52,48,128,19,69.5,
943,1,2,1,69.9,"1,735",566,346,311,290,320,"-9,999",141,195,100,106,138,112,13,29,49,51,112,23,64.5,
944,1,3,1,85.6,"1,645",590,365,305,290,325,"-9,999",155,200,110,115,147,125,19,37,52,51,128,22,65.0,
945,1,1,3,77.4,"1,670",565,355,311,293,318,"-9,999",154,186,105,108,145,122,16,34,51,55,128,20,67.0,
946,2,3,2,84.3,"1,710",569,340,290,280,300,"-9,999",145,185,105,110,133,115,17,36,50,56,122,20,61.5,
947,1,2,2,104.6,"1,825",575,330,305,300,345,"-9,999",151,193,104,116,140,114,16,41,50,56,131,19,69.0,
948,1,3,1,71.5,"1,810",578,360,290,285,320,"-9,999",140,200,104,110,135,115,18,36,46,51,118,21,62.5,
949,1,1,3,62.0,"1,736",555,360,305,290,320,"-9,999",155,181,101,110,142,105,17,37,48,53,106,20,69.0,
950,1,1,3,129.7,"1,740",605,360,310,305,350,"-9,999",163,201,115,123,159,143,22,40,50,48,124,21,69.5,
951,1,1,1,75.6,"1,780",562,359,308,285,315,"-9,999",144,195,105,106,130,111,18,36,51,49,112,20,62.0,
952,1,1,3,67.6,"1,702",563,360,300,290,315,"-9,999",151,190,107,113,147,116,18,38,50,46,118,19,68.5,
953,1,2,3,82.8,"1,790",567,359,305,299,330,"-9,999",160,191,102,115,151,115,14,35,54,52,108,21,66.0,
954,1,2,3,88.9,"1,643",605,360,315,315,350,"-9,999",165,207,108,117,156,145,17,40,54,44,112,18,63.5,
955,1,2,1,69.1,"1,790",545,340,305,290,329,"-9,999",142,195,100,105,130,105,14,31,52,54,121,23,61.0,
956,1,2,3,70.3,"1,708",560,345,295,300,325,"-9,999",145,185,101,110,146,123,17,40,53,52,112,19,67.5,
957,1,1,1,67.5,"1,634",546,330,300,290,325,"-9,999",146,186,102,106,135,115,16,31,54,47,115,19,60.5,
958,1,2,2,146.5,"1,802",605,350,315,305,340,"-9,999",166,204,114,121,155,150,20,41,54,45,129,22,71.0,
959,1,1,2,89.8,"1,752",580,329,305,303,338,"-9,999",150,196,103,114,145,121,13,42,57,52,122,15,69.0,
960,1,2,3,94.2,"1,670",581,350,315,316,357,"-9,999",155,200,114,121,153,138,18,42,55,58,127,19,68.5,
961,1,1,3,69.2,"1,739",577,338,306,289,330,"-9,999",147,201,100,106,136,115,14,36,47,53,119,20,63.5,
962,1,2,2,79.9,"1,705",582,345,295,291,325,"-9,999",152,205,106,115,140,116,16,51,49,47,124,19,72.0,
963,1,1,3,74.0,"1,745",565,331,290,294,325,"-9,999",150,201,97,108,136,113,16,41,50,53,112,17,66.5,
964,1,1,1,83.9,"1,745",574,345,290,300,355,"-9,999",157,197,100,110,143,130,14,35,45,48,122,24,64.5,
965,1,3,2,144.6,"1,790",595,330,305,310,350,"-9,999",155,203,91,100,140,120,13,46,50,52,112,14,60.5,
966,2,1,3,74.5,"1,636",565,335,295,298,340,"-9,999",150,195,105,114,145,128,22,38,47,54,125,23,67.0,
967,1,1,3,60.5,"1,701",550,345,305,286,320,"-9,999",146,195,91,109,139,110,13,36,48,45,112,19,67.5,
968,1,1,1,69.9,"1,629",565,355,297,290,320,"-9,999",152,196,102,110,146,125,18,39,49,52,119,21,61.0,
969,1,1,4,70.3,"1,651",570,352,292,287,320,"-9,999",154,191,100,105,137,116,14,37,54,48,117,19,67.0,
970,1,2,1,91.5,"1,772",584,350,305,303,340,"-9,999",144,202,100,110,147,117,16,33,50,52,123,22,60.0,
971,1,1,3,65.7,"1,641",552,346,305,300,331,"-9,999",141,190,95,108,135,114,13,30,49,53,115,18,59.0,
972,1,2,1,76.1,"1,777",565,345,297,284,316,"-9,999",146,195,102,109,144,119,18,33,50,58,129,21,61.5,
973,1,1,1,121.6,"1,734",587,355,315,310,352,"-9,999",156,203,101,113,154,132,15,35,52,45,108,23,71.5,
974,1,3,1,104.4,"1,799",594,360,310,298,347,"-9,999",153,207,108,115,151,135,18,34,50,54,119,26,63.5,
975,1,2,1,105.5,"1,887",589,363,302,300,345,"-9,999",155,204,101,109,144,115,16,41,57,46,117,23,62.0,
976,1,3,2,87.6,"1,709",593,350,295,297,342,"-9,999",158,206,104,114,153,130,19,43,50,54,138,20,70.5,
977,2,2,2,115.5,"1,680",555,354,298,275,300,"-9,999",147,181,101,105,133,104,11,36,50,52,116,23,63.5,
978,1,2,1,71.5,"1,690",566,342,306,294,330,"-9,999",155,195,109,117,141,115,19,36,49,54,122,22,62.0,
979,1,2,3,71.2,"1,653",535,340,295,279,304,"-9,999",149,179,93,102,139,104,13,34,48,58,121,19,61.0,
980,1,1,2,113.4,"1,907",600,350,315,299,343,"-9,999",160,212,110,120,152,125,18,33,50,47,123,24,66.5,
981,1,2,2,124.5,"1,910",595,365,326,310,346,"-9,999",154,205,100,112,146,122,20,42,55,49,114,24,65.5,
982,1,1,2,79.7,"1,656",593,362,300,287,330,"-9,999",161,200,105,112,142,121,21,38,54,45,117,22,66.5,
983,1,3,1,75.2,"1,634",567,343,310,290,322,"-9,999",147,195,100,102,130,106,17,38,45,54,114,21,61.5,
984,2,2,1,70.6,"1,597",558,346,280,265,287,"-9,999",156,192,106,110,135,115,20,35,45,47,114,18,62.0,
985,1,2,3,101.7,"1,669",574,345,310,309,355,"-9,999",152,195,101,108,151,133,15,40,55,53,125,20,63.5,
986,1,2,3,63.1,"1,634",559,355,300,286,307,"-9,999",158,185,107,113,149,114,19,39,48,61,128,21,65.0,
987,1,2,2,107.5,"1,827",574,335,310,300,343,"-9,999",150,201,102,111,144,118,15,43,48,54,123,18,63.0,
988,1,1,3,113.9,"1,675",592,350,315,315,357,"-9,999",161,197,115,119,160,148,19,36,49,45,124,18,71.5,
989,1,2,3,81.7,"1,714",550,340,305,290,315,"-9,999",146,189,105,110,140,115,17,38,53,51,115,20,68.0,
990,1,1,3,85.5,"1,687",595,355,305,310,350,"-9,999",156,207,106,115,150,139,18,42,56,54,130,22,61.0,
991,1,2,2,87.0,"1,742",568,346,307,290,330,"-9,999",149,195,102,113,136,117,15,44,51,53,121,20,70.5,
992,1,1,1,81.9,"1,733",578,350,300,292,330,"-9,999",154,202,100,112,147,130,18,36,53,49,123,23,63.5,
993,1,1,3,125.6,"1,754",595,370,336,345,391,"-9,999",160,200,105,117,165,149,16,41,55,56,127,22,71.5,
994,1,3,1,67.0,"1,710",554,340,285,269,305,"-9,999",152,206,94,103,133,106,16,39,56,54,109,23,57.0,
995,1,1,1,75.8,"1,742",564,340,313,285,315,"-9,999",145,190,100,106,132,105,14,32,51,61,132,27,61.0,
996,1,2,2,85.7,"1,684",585,345,302,278,325,"-9,999",148,202,99,105,138,125,17,42,50,51,120,17,66.0,
997,1,1,1,76.8,"1,760",575,345,300,295,332,"-9,999",150,190,104,110,139,115,14,35,46,52,112,27,67.0,
998,2,1,3,54.5,"1,642",555,340,280,265,285,"-9,999",148,186,104,112,136,103,18,33,43,53,125,18,60.5,
999,1,1,3,83.2,"1,704",570,355,305,300,341,"-9,999",157,191,104,109,145,120,14,36,47,58,113,20,62.0,
"1,000",1,1,3,64.7,"1,693",553,340,270,265,297,"-9,999",150,192,94,103,135,115,19,32,44,52,122,18,56.5,
"1,001",2,1,3,83.2,"1,595",540,343,295,282,305,"-9,999",148,179,100,105,140,112,13,33,51,56,112,20,59.5,
"1,002",1,2,2,129.4,"1,855",600,370,310,300,338,"-9,999",159,208,110,124,157,142,19,43,55,46,121,20,66.0,
"1,003",1,3,2,96.6,"1,795",565,357,315,302,335,"-9,999",151,190,103,110,150,125,18,37,52,54,127,18,71.5,
"1,004",1,2,1,87.2,"1,708",592,345,300,299,340,"-9,999",152,207,106,109,149,126,19,39,49,50,123,23,60.0,
"1,005",1,1,2,63.4,"1,819",552,327,295,280,327,"-9,999",144,196,105,109,130,97,17,41,51,55,134,20,67.5,
"1,006",2,3,1,50.7,"1,655",563,322,270,260,290,"-9,999",136,199,95,98,124,96,17,32,46,44,110,17,55.0,
"1,007",1,2,2,101.3,"1,729",577,340,310,306,355,"-9,999",153,200,105,110,147,126,15,42,53,57,128,23,68.5,
"1,008",1,2,2,74.7,"1,700",563,340,275,280,325,"-9,999",145,187,100,110,135,123,16,39,54,47,115,16,61.5,
"1,009",1,2,1,92.7,"1,685",541,342,295,283,330,"-9,999",148,180,97,100,142,121,15,33,50,55,120,22,60.5,
"1,010",1,1,3,77.4,"1,739",563,345,290,280,318,"-9,999",160,193,100,110,145,115,17,34,51,47,121,21,61.5,
"1,011",1,1,1,69.0,"1,805",575,335,305,281,320,"-9,999",146,200,102,108,133,113,15,32,52,48,126,25,66.5,
"1,012",1,1,1,66.7,"1,785",563,345,290,285,310,"-9,999",149,200,99,108,134,113,18,36,49,48,117,23,62.5,
"1,013",1,1,4,65.2,"1,681",557,355,299,275,305,"-9,999",153,185,95,100,142,116,13,32,45,54,124,20,61.5,
"1,014",1,1,1,69.7,"1,717",578,360,294,280,310,"-9,999",153,195,100,106,137,118,18,37,50,47,115,21,57.0,
"1,015",1,1,3,93.2,"1,718",584,360,310,304,345,"-9,999",151,200,104,110,145,125,16,39,53,60,124,22,65.0,
"1,016",1,1,1,125.6,"1,722",595,365,315,300,345,"-9,999",155,205,107,115,150,140,20,33,48,42,122,22,61.0,
