SUBNO,SEX,AGEGRP,RACEGRP,WEIGHTKG,STATURE,HEADCIRC,BITCOR,BITFRONT,BITSUBN,BITCHIN,NECKCIRC,HEADBR,HEADLTH,MINFRBR,MAXFRBR,BIZYGOBR,BIGONLBR,NROOTBR,NOSEBR,LIPLTH,SUBNASAL,MENSELL,NOSEPRO,INTPUPBR,
"2,065",2,1,1,91.5,"1,637",554,325,290,290,330,360,145,182,103,111,145,129,18,29,46,51,113,29,62.5,
"2,066",2,2,2,83.6,"1,722",588,350,290,295,310,352,150,193,105,111,138,110,16,40,52,48,115,23,67.5,
"2,067",2,2,2,142.1,"1,668",563,330,285,285,325,415,149,191,104,111,146,115,18,35,48,51,119,23,58.0,
"2,068",1,2,2,56.8,"1,686",548,330,275,270,325,338,152,181,101,111,138,101,15,43,49,48,128,20,63.0,
"2,069",2,1,2,72.1,"1,675",554,335,292,280,320,330,148,200,103,111,132,104,17,38,49,41,111,16,65.0,
"2,070",2,1,4,71.5,"1,645",598,345,285,285,310,335,157,198,104,108,138,105,16,37,51,48,117,23,64.0,
"2,071",2,3,2,79.9,"1,611",550,345,290,275,305,350,150,186,102,107,138,103,18,36,46,54,121,21,64.5,
"2,072",2,3,2,96.9,"1,559",550,320,285,295,320,385,149,190,100,107,135,116,15,44,46,51,124,19,64.5,
"2,073",2,3,4,58.0,"1,498",529,335,280,265,285,325,145,176,97,106,134,115,16,33,44,41,103,20,59.5,
"2,075",2,3,4,61.0,"1,472",555,330,290,280,290,345,146,184,100,107,142,114,15,35,41,52,115,17,66.5,
"2,076",2,3,2,95.9,"1,560",538,330,280,285,310,360,136,186,101,103,132,105,18,37,48,45,109,20,66.5,
"2,077",1,3,2,65.4,"1,692",622,370,300,300,350,347,161,207,111,119,142,115,15,39,52,52,138,20,71.5,
"2,078",2,2,2,72.2,"1,630",563,340,280,285,310,352,144,191,99,105,136,110,18,37,53,47,114,24,63.5,
"2,079",2,3,2,79.0,"1,640",574,340,290,280,300,350,160,181,112,116,146,115,16,38,48,44,111,18,66.5,
"2,080",1,2,2,107.1,"1,805",630,390,320,320,372,392,151,200,114,126,156,115,18,44,60,51,123,26,74.0,
"2,081",2,2,2,109.6,"1,555",615,360,290,290,330,371,152,186,106,116,145,122,19,39,47,43,112,18,64.5,
"2,082",1,3,2,100.8,"1,823",571,345,292,271,310,414,155,197,108,120,155,125,21,49,54,46,125,20,74.0,
"2,083",1,2,2,100.7,"1,720",595,340,300,295,340,446,153,210,108,112,145,143,17,35,53,45,117,16,65.0,
"2,084",2,2,2,80.3,"1,579",587,320,280,290,315,341,152,195,101,109,134,114,17,47,59,41,114,17,67.5,
"2,085",1,2,2,104.0,"1,723",582,335,280,285,350,405,148,200,99,108,137,120,14,41,51,52,132,21,65.5,
"2,086",1,3,2,98.2,"1,647",595,360,315,310,350,432,165,204,111,120,157,133,19,45,50,47,119,19,68.5,
"2,087",2,2,2,63.0,"1,588",537,325,275,275,300,320,136,177,100,105,129,102,16,38,52,45,108,14,62.5,
"2,088",2,3,2,82.5,"1,533",543,320,290,285,320,350,145,185,100,107,142,108,15,42,51,42,118,17,68.0,
"2,089",2,3,2,76.6,"1,668",553,320,270,285,315,365,142,189,95,108,138,120,16,39,52,44,116,20,67.5,
"2,090",1,3,2,68.1,"1,677",572,350,300,305,335,355,146,197,107,111,147,120,16,46,57,49,115,23,67.0,
"2,091",1,2,3,79.7,"1,749",560,345,305,295,325,370,151,199,102,111,145,115,16,35,47,52,116,19,64.0,
"2,092",2,2,2,81.6,"1,719",578,335,285,275,309,335,162,211,103,107,144,110,18,36,47,45,119,18,64.5,
"2,093",2,2,2,76.7,"1,733",564,322,290,295,340,336,140,196,101,115,136,114,18,45,58,45,112,15,66.5,
"2,094",2,3,2,72.4,"1,645",551,325,280,285,320,325,141,190,100,112,134,115,16,35,53,50,126,20,60.5,
"2,095",2,1,3,117.7,"1,560",556,305,300,300,335,375,147,186,103,112,142,123,18,35,47,42,108,16,60.5,
"2,096",2,3,2,92.7,"1,565",548,315,280,280,305,355,140,180,103,108,135,115,14,36,43,45,104,19,63.0,
"2,097",2,2,2,68.6,"1,584",560,345,290,300,325,415,146,191,104,114,137,110,14,40,57,48,127,21,64.0,
"2,098",2,1,3,92.7,"1,595",581,345,290,280,320,366,150,192,100,108,139,115,17,30,43,44,121,22,62.5,
"2,099",1,1,2,64.8,"1,738",562,335,280,285,320,365,146,193,99,110,137,107,16,39,55,50,122,22,64.0,
"2,100",2,3,1,65.1,"1,657",544,336,271,258,285,320,142,192,97,103,126,101,16,28,41,53,124,24,57.5,
"2,101",2,2,1,71.0,"1,477",543,347,294,282,305,356,146,187,110,114,139,115,23,32,52,45,113,19,67.5,
"2,102",2,3,1,106.6,"1,625",575,346,285,285,327,401,155,196,107,114,142,125,16,33,49,43,111,21,61.0,
"2,103",2,2,1,67.3,"1,600",531,323,277,281,302,330,142,185,100,109,134,116,16,31,46,50,112,19,60.0,
"2,104",2,3,1,79.1,"1,664",572,345,291,275,305,353,150,196,105,112,136,118,15,32,50,46,107,20,62.5,
"2,105",2,2,1,86.5,"1,558",551,350,287,270,299,360,146,189,99,111,132,110,19,30,48,49,111,20,59.5,
"2,106",2,2,1,44.8,"1,425",487,319,250,238,248,286,133,166,90,92,117,94,13,26,42,42,100,17,51.5,
"2,107",2,3,1,112.1,"1,725",555,347,314,305,326,394,144,194,107,113,136,113,18,33,48,47,116,21,64.5,
"2,108",2,3,1,126.5,"1,602",532,335,282,284,308,425,137,188,101,109,137,125,19,36,46,48,108,22,59.5,
"2,109",2,1,1,52.3,"1,626",529,317,274,261,286,299,142,181,98,107,131,109,18,27,41,51,104,21,56.0,
"2,110",1,3,1,98.0,"1,712",569,365,315,314,345,441,153,195,106,114,147,121,15,39,53,57,122,21,64.0,
"2,111",2,3,1,96.5,"1,520",533,330,265,273,305,340,146,179,98,104,128,114,11,34,47,49,118,17,57.0,
"2,112",2,2,1,87.5,"1,580",573,362,288,275,305,343,147,195,110,113,136,114,18,31,47,50,121,24,61.5,
"2,113",1,2,1,126.1,"1,830",592,377,330,315,348,442,156,205,109,119,150,127,21,38,56,47,125,18,63.5,
"2,114",2,2,2,114.9,"1,649",572,345,295,294,320,355,155,182,116,119,143,122,19,39,57,43,109,16,70.0,
"2,115",1,3,1,119.5,"1,731",602,355,304,308,360,499,157,205,107,117,151,156,16,35,50,46,131,19,66.0,
"2,116",2,3,1,106.5,"1,552",568,338,288,279,312,368,150,195,118,120,141,113,16,33,48,47,114,20,66.5,
"2,117",2,2,1,123.7,"1,633",555,336,290,279,305,369,148,190,104,110,131,122,15,31,43,48,116,16,59.5,
"2,118",2,3,1,68.5,"1,555",524,347,277,257,275,344,141,179,99,102,129,110,14,30,45,50,107,16,59.5,
"2,119",2,1,1,108.4,"1,560",554,332,284,267,296,382,146,191,105,111,137,120,17,30,48,47,112,22,63.5,
"2,120",2,1,1,79.7,"1,562",568,337,280,280,300,354,147,195,111,113,133,116,16,30,40,48,115,19,58.5,
"2,121",2,2,1,63.9,"1,517",542,310,260,259,290,321,137,185,94,98,125,96,13,30,44,43,104,19,54.5,
"2,122",1,2,2,96.4,"1,768",588,340,300,290,330,410,152,205,95,108,140,130,17,43,56,42,113,18,63.5,
"2,123",1,2,1,77.9,"1,767",590,350,305,295,340,379,151,201,105,112,138,110,16,35,52,50,121,20,65.5,
"2,124",1,2,1,87.7,"1,765",572,345,300,297,345,422,150,199,101,108,143,116,16,32,52,50,121,24,65.0,
"2,125",1,3,1,75.2,"1,707",573,330,290,279,315,393,153,193,103,111,140,111,16,33,54,47,110,17,64.0,
"2,126",1,2,1,91.3,"1,770",558,320,290,290,315,395,145,190,106,114,146,126,16,30,46,49,110,24,63.5,
"2,127",1,2,1,79.8,"1,727",569,331,285,280,308,375,150,197,100,109,140,115,17,34,47,54,118,21,62.5,
"2,128",1,2,1,85.2,"1,696",577,340,305,279,310,420,152,195,109,118,146,123,16,38,47,51,125,24,61.5,
"2,129",1,2,1,78.5,"1,739",562,365,298,283,315,370,147,198,98,105,142,115,16,34,42,47,125,19,59.5,
"2,130",1,2,1,71.1,"1,677",594,345,310,295,320,360,154,207,102,110,140,102,16,29,44,56,128,18,67.0,
"2,131",1,1,1,90.1,"1,761",591,351,320,305,350,410,150,211,115,119,141,129,17,36,51,46,124,21,68.0,
"2,132",1,3,1,118.2,"1,900",605,365,310,309,350,455,157,203,111,120,152,143,17,40,51,56,124,23,65.5,
"2,133",1,2,1,106.0,"1,776",583,340,295,280,327,396,146,198,101,110,140,130,15,37,46,53,131,24,63.0,
"2,134",1,3,2,84.2,"1,804",590,355,295,290,335,405,152,202,106,110,133,121,15,43,44,49,119,21,68.0,
"2,135",1,3,1,130.0,"1,768",610,362,310,315,360,506,164,204,111,122,160,143,17,36,49,46,127,22,67.5,
"2,136",1,2,2,112.7,"1,791",589,335,300,305,350,432,155,202,104,119,150,140,15,48,53,56,127,20,65.5,
"2,137",1,2,1,80.8,"1,769",578,350,295,285,312,400,153,200,108,112,144,118,17,29,52,57,129,24,66.0,
"2,138",1,2,1,101.5,"1,712",615,350,300,305,345,465,160,206,102,111,151,130,20,41,55,57,129,17,70.0,
"2,139",1,3,4,75.8,"1,718",543,320,280,290,315,385,141,181,103,110,136,108,16,34,51,53,118,23,63.0,
"2,140",1,3,1,80.0,"1,764",575,333,295,275,330,389,136,201,99,110,128,116,19,33,50,53,133,22,65.5,
"2,141",1,1,1,82.0,"1,818",603,360,303,295,320,395,160,206,107,119,147,121,18,38,55,54,114,21,66.5,
"2,142",1,3,2,91.0,"1,810",598,370,310,295,338,423,155,204,112,118,151,137,19,40,46,52,128,19,71.5,
"2,143",1,3,4,92.1,"1,788",615,355,305,286,327,406,159,216,110,116,147,138,15,31,47,51,121,21,65.5,
"2,144",1,3,1,95.1,"1,804",609,350,300,305,340,379,156,206,104,115,144,115,15,40,58,58,129,24,67.0,
"2,145",1,2,2,110.4,"1,814",610,345,305,325,365,"-9,999",160,208,113,125,148,140,21,56,61,47,128,22,74.5,
"2,146",1,2,2,68.1,"1,760",593,355,300,305,340,433,161,204,102,112,148,130,18,40,53,48,124,17,68.0,
"2,147",1,3,4,97.4,"1,795",581,340,305,300,343,420,157,195,104,115,150,132,17,37,47,55,122,20,67.5,
"2,148",1,2,2,83.3,"1,733",540,360,275,280,330,370,151,188,101,112,137,111,17,43,46,49,122,17,65.5,
"2,149",2,2,1,58.8,"1,715",555,330,285,275,300,310,145,193,96,105,127,95,14,31,47,47,113,25,59.5,
"2,150",1,2,1,79.1,"1,758",561,350,295,290,325,397,147,193,100,106,139,116,15,34,48,46,114,18,61.5,
"2,151",1,2,1,62.8,"1,722",566,315,285,290,340,375,148,192,100,108,137,120,16,32,48,50,119,20,65.5,
"2,152",1,2,1,82.6,"1,725",560,316,280,285,330,412,151,193,100,106,140,116,16,35,46,56,121,20,61.5,
"2,153",1,2,1,68.1,"1,717",570,315,290,286,330,350,147,195,103,110,140,106,19,37,50,61,126,21,62.0,
"2,154",1,3,1,111.8,"1,652",586,360,310,305,350,465,161,193,103,112,156,140,19,36,49,47,128,21,67.0,
"2,155",2,2,2,109.9,"1,613",588,345,300,302,333,425,145,196,107,118,152,131,20,38,47,47,121,16,71.0,
"2,156",1,2,1,96.1,"1,804",554,360,290,275,305,"-9,999",149,193,101,106,132,112,15,33,47,58,133,22,55.5,
"2,157",1,2,1,110.2,"1,783",583,355,310,300,343,440,152,195,112,117,151,142,15,30,52,58,127,25,65.5,
"2,158",1,3,1,101.3,"1,835",575,345,295,290,328,403,147,198,100,110,142,127,17,36,48,53,129,24,63.5,
"2,159",1,3,1,99.8,"1,834",582,355,303,300,335,430,154,197,108,115,145,123,18,45,56,48,124,24,65.5,
"2,160",2,3,2,95.1,"1,555",585,345,290,289,320,372,152,195,96,109,142,124,18,42,49,44,120,18,66.5,
"2,161",1,2,1,104.5,"1,665",568,330,305,298,340,435,147,194,100,111,145,132,19,33,51,47,126,22,64.5,
"2,162",1,3,2,83.2,"1,748",582,355,300,290,335,400,161,199,101,115,146,116,19,43,55,50,125,20,70.5,
"2,163",2,1,2,72.3,"1,668",565,345,290,295,320,335,147,186,103,110,139,110,19,40,46,47,119,17,66.5,
"2,164",1,3,1,80.9,"1,673",569,333,280,269,312,382,151,193,101,107,141,121,15,35,57,54,123,23,59.5,
"2,165",1,3,2,108.7,"1,806",622,405,315,303,344,494,172,197,117,124,160,142,22,51,58,55,137,19,73.0,
"2,166",1,3,1,97.8,"1,832",581,333,286,287,342,405,152,197,97,109,147,128,15,37,53,51,129,22,63.5,
"2,167",1,2,1,86.2,"1,744",580,320,290,280,310,372,146,197,105,111,136,111,16,31,47,54,127,20,65.5,
"2,168",1,3,1,85.8,"1,678",546,325,280,275,310,401,142,186,100,105,138,121,18,33,43,52,118,22,61.0,
"2,169",1,2,2,98.0,"1,700",585,355,310,310,340,443,160,198,110,123,151,129,21,50,59,44,125,18,72.0,
"2,170",1,2,2,91.9,"1,709",588,330,305,305,340,400,150,204,111,120,150,125,16,46,60,52,120,18,66.5,
"2,171",1,2,1,80.3,"1,831",585,355,300,280,305,371,150,197,104,111,140,116,17,35,49,51,119,22,62.5,
"2,172",1,3,1,77.2,"1,604",570,335,290,278,319,405,159,193,103,110,143,125,18,36,50,47,118,22,65.5,
"2,173",1,2,2,80.3,"1,724",575,330,295,290,329,415,146,197,104,113,136,117,18,42,60,47,122,20,66.0,
"2,174",1,2,1,96.4,"1,650",583,360,300,287,325,447,154,195,102,110,143,135,18,30,46,46,119,21,60.0,
"2,175",1,2,1,105.0,"1,883",571,350,280,277,330,465,152,192,110,112,143,125,16,33,45,57,124,22,60.0,
"2,176",1,2,2,116.1,"1,875",610,355,310,320,360,442,164,206,111,120,148,142,17,48,56,47,125,20,71.5,
"2,177",1,3,2,99.9,"1,746",587,335,295,295,335,430,157,199,107,115,147,127,19,46,56,42,115,15,68.5,
"2,178",1,2,1,113.9,"1,831",588,350,295,295,340,413,146,200,103,115,145,118,17,35,49,53,125,24,67.0,
"2,179",1,2,1,99.1,"1,725",571,335,290,300,335,435,152,190,110,114,152,137,17,36,44,50,116,22,65.0,
"2,180",1,2,1,98.0,"1,862",568,355,285,270,315,405,147,190,97,104,139,117,14,46,45,51,125,21,59.5,
"2,181",1,3,2,93.1,"1,718",585,353,316,306,349,436,150,196,107,120,147,130,18,42,52,47,122,18,69.0,
"2,182",2,2,1,58.6,"1,593",571,320,275,270,300,333,145,194,100,108,133,113,18,32,54,46,114,20,64.0,
"2,183",1,2,2,71.6,"1,700",579,335,292,287,320,365,146,205,99,106,135,120,16,36,51,52,113,22,62.5,
"2,184",1,3,1,81.7,"1,650",564,350,295,285,325,430,152,195,105,110,140,115,16,35,56,54,119,23,59.5,
"2,185",1,2,1,79.5,"1,731",560,330,280,280,315,410,137,193,100,110,135,111,16,37,50,49,116,22,63.0,
"2,186",1,3,1,108.7,"1,690",585,335,305,305,340,455,152,197,112,115,146,145,20,37,55,49,111,21,68.5,
"2,187",1,2,1,74.8,"1,903",591,350,295,290,325,375,155,203,107,115,137,115,18,38,50,54,131,26,67.0,
"2,188",1,2,1,142.9,"1,830",621,380,325,320,370,495,170,200,107,121,161,144,16,37,53,55,136,24,68.5,
"2,189",1,1,1,108.8,"1,913",600,370,310,300,335,401,155,204,106,113,146,128,14,35,48,57,126,25,64.0,
"2,190",1,1,1,86.0,"1,718",580,335,295,300,340,440,151,203,98,108,143,130,16,33,49,47,120,21,60.0,
"2,191",1,3,1,116.9,"1,825",583,325,305,300,335,449,145,201,100,106,145,139,17,34,50,56,131,24,67.0,
"2,192",2,3,2,61.1,"1,600",570,335,280,279,320,320,143,199,92,102,133,109,15,37,46,47,119,20,62.5,
"2,193",1,3,1,106.3,"1,803",565,355,295,290,326,427,152,185,107,112,145,131,18,40,52,54,123,22,65.5,
"2,194",1,2,2,120.3,"1,774",594,335,300,306,340,431,161,201,100,112,148,139,18,42,53,54,121,20,67.0,
"2,195",1,3,2,113.9,"1,868",600,345,305,310,360,415,159,202,106,121,151,132,18,47,47,54,136,23,66.5,
"2,196",1,2,1,113.4,"1,844",595,350,310,310,337,445,150,200,104,111,149,132,17,37,50,50,121,22,66.0,
"2,197",1,3,1,83.7,"1,775",565,335,290,288,325,390,139,200,101,110,137,120,19,32,52,46,116,23,69.5,
"2,198",1,3,2,125.6,"1,744",570,340,290,295,345,460,149,190,101,115,143,135,15,42,55,51,127,23,68.5,
"2,199",1,3,1,86.7,"1,775",568,322,300,299,342,395,148,192,106,118,143,124,15,38,54,48,121,25,71.0,
"2,200",1,3,2,97.0,"1,703",579,365,295,305,340,421,146,186,99,111,146,132,21,47,56,43,117,20,66.0,
"2,201",1,3,1,89.7,"1,792",577,365,315,300,330,380,154,201,111,117,142,122,16,36,52,61,127,22,67.0,
"2,202",2,1,4,64.9,"1,540",548,360,295,293,313,320,149,187,99,108,140,117,20,31,46,49,120,18,61.0,
"2,203",2,3,2,64.1,"1,561",575,355,290,280,310,320,150,197,108,111,125,126,17,41,51,55,130,19,61.5,
"2,204",2,1,4,53.3,"1,605",555,346,296,283,305,305,152,185,110,116,145,113,16,32,42,49,115,18,64.0,
"2,205",1,1,2,85.6,"1,859",565,350,310,305,350,404,154,193,114,120,149,125,18,39,54,54,135,20,64.0,
"2,206",2,3,2,75.5,"1,722",528,325,275,279,310,325,136,180,95,100,125,110,15,36,48,44,111,16,62.5,
"2,207",1,3,4,81.7,"1,548",573,360,310,305,342,388,152,199,100,109,149,130,17,45,48,50,120,20,64.0,
"2,208",2,2,3,54.4,"1,584",540,334,270,280,312,302,148,180,100,105,135,110,12,34,47,48,113,18,58.0,
"2,209",1,1,2,79.6,"1,756",565,345,303,295,320,408,153,192,105,110,143,121,18,40,50,46,114,20,61.0,
"2,210",1,3,2,84.7,"1,707",570,345,303,293,338,415,159,194,110,112,148,120,15,38,51,56,139,20,65.5,
"2,211",2,1,2,104.4,"1,659",565,358,312,318,338,368,152,196,111,116,141,122,19,41,53,48,122,15,67.5,
"2,212",1,2,2,77.3,"1,753",554,365,312,315,355,395,151,194,108,115,151,122,20,46,54,47,131,18,69.5,
"2,213",1,1,3,68.6,"1,656",570,356,305,292,330,345,151,202,105,109,138,114,17,39,51,43,121,17,62.0,
"2,214",2,3,2,113.4,"1,694",588,380,320,320,345,385,158,198,114,120,145,123,18,42,54,46,127,15,71.5,
"2,215",2,1,3,84.6,"1,860",585,360,285,280,301,335,148,195,100,107,133,117,17,34,42,49,122,19,61.0,
"2,216",2,3,1,75.6,"1,711",565,355,285,275,310,330,148,190,102,107,136,116,16,34,50,46,113,22,65.5,
"2,217",2,2,2,67.1,"1,590",540,348,290,285,313,355,145,185,104,111,134,118,15,37,49,43,112,20,63.0,
"2,218",1,2,2,100.1,"1,761",596,380,325,305,340,460,167,207,118,123,155,134,18,51,59,48,123,19,76.0,
"2,219",2,3,2,84.4,"1,656",558,340,295,312,333,350,140,190,103,112,136,119,16,45,56,46,110,14,63.0,
"2,220",1,2,2,91.7,"1,780",584,376,310,319,364,415,153,201,106,116,151,140,17,46,51,52,135,24,71.0,
"2,221",1,2,2,93.0,"1,727",582,355,310,300,345,410,150,201,109,117,142,127,19,44,52,45,126,19,64.5,
"2,222",2,3,2,97.7,"1,679",548,345,295,290,315,321,149,188,103,106,136,110,15,40,54,46,116,19,64.0,
"2,223",2,3,2,74.5,"1,694",558,364,308,295,312,356,150,186,107,117,143,120,20,41,53,43,114,18,68.0,
"2,224",2,3,2,62.5,"1,553",543,350,283,280,300,323,152,181,103,108,133,113,17,38,44,43,112,16,64.0,
"2,225",1,2,2,95.0,"1,728",595,363,300,310,335,435,156,207,107,116,146,131,17,45,53,58,131,20,71.0,
"2,226",2,2,1,76.1,"1,617",555,345,284,272,300,322,145,190,101,103,132,106,15,29,45,50,122,20,59.5,
"2,227",2,2,2,86.9,"1,733",560,344,290,301,340,325,150,196,108,116,144,126,16,36,51,50,123,21,66.0,
"2,228",2,1,3,58.7,"1,539",555,364,300,285,319,320,152,192,109,114,135,115,16,35,48,47,115,19,63.5,
"2,229",2,2,2,110.4,"1,591",545,345,290,305,335,385,135,176,105,110,140,125,17,40,51,48,114,20,66.0,
"2,230",2,3,4,51.0,"1,494",525,355,293,279,300,329,151,172,102,106,135,116,17,38,46,43,110,15,65.0,
"2,231",2,2,2,83.8,"1,596",550,360,302,310,339,378,153,189,106,113,140,130,18,43,53,51,123,19,65.5,
"2,232",2,3,2,71.5,"1,611",572,352,300,293,320,345,153,200,107,113,135,113,17,42,52,45,117,17,70.5,
"2,233",2,2,3,90.4,"1,639",570,365,290,280,312,380,156,191,104,111,143,137,18,38,52,46,117,20,65.0,
"2,234",2,1,2,45.7,"1,579",560,355,303,280,310,310,150,190,108,111,129,103,16,37,45,51,117,18,65.5,
"2,235",1,2,2,113.8,"1,761",585,375,320,315,360,443,164,201,117,125,159,130,21,43,57,46,120,19,73.5,
"2,236",2,3,2,71.5,"1,694",530,332,300,302,335,352,143,185,102,111,140,105,17,44,48,45,120,20,66.5,
"2,237",1,3,2,117.4,"1,673",568,345,302,319,368,460,148,195,108,115,154,152,16,49,56,49,122,20,67.0,
"2,238",1,3,3,87.7,"1,669",577,355,325,310,342,405,155,193,111,119,143,135,17,37,50,53,127,20,68.0,
"2,239",2,2,2,83.6,"1,637",570,350,305,310,340,368,149,189,110,120,145,116,18,44,46,52,130,18,66.5,
"2,240",1,2,2,94.3,"1,751",590,350,325,320,354,410,156,205,116,122,151,135,17,45,56,52,130,19,68.0,
"2,241",2,2,1,65.8,"1,736",550,350,295,285,303,320,151,189,103,107,133,117,13,31,48,50,113,23,56.5,
"2,242",2,3,2,85.9,"1,597",575,355,282,279,304,335,149,191,101,107,131,120,17,38,52,50,121,14,63.0,
"2,243",2,2,2,72.4,"1,584",560,350,295,290,319,345,153,193,100,104,139,115,16,37,51,43,110,17,61.5,
"2,244",2,1,2,68.0,"1,662",542,330,276,285,315,322,143,186,100,103,133,113,16,36,51,50,110,19,58.0,
"2,245",2,3,2,83.8,"1,639",560,335,280,272,285,340,149,195,100,106,135,110,17,42,47,49,112,15,64.0,
"2,246",1,3,2,99.4,"1,791",579,350,305,310,355,403,156,198,115,117,146,127,29,41,51,49,125,17,69.0,
"2,247",2,1,2,82.3,"1,595",533,320,287,283,310,339,134,185,103,108,133,113,16,35,47,43,114,16,63.0,
"2,248",2,2,2,120.1,"1,680",555,339,287,285,325,355,150,193,102,109,140,115,17,43,49,54,121,17,62.5,
"2,249",2,3,2,79.2,"1,623",575,340,305,320,355,375,155,202,113,118,146,134,16,43,57,52,120,21,68.5,
"2,250",2,3,2,147.3,"1,670",566,365,315,310,355,455,150,200,120,123,149,140,20,37,60,45,126,18,70.0,
"2,251",2,2,2,110.8,"1,731",590,367,307,315,335,388,154,202,111,117,147,119,17,44,57,51,125,16,72.0,
"2,252",2,2,2,95.1,"1,690",590,336,302,301,323,373,147,200,107,115,140,114,15,43,59,48,124,17,65.0,
"2,253",2,2,2,71.1,"1,568",549,342,293,282,305,356,149,185,100,109,136,112,18,38,50,45,118,14,66.0,
"2,254",2,3,2,111.8,"1,724",578,375,303,295,312,372,136,188,106,114,135,111,20,41,50,46,120,18,66.0,
"2,255",2,3,2,72.1,"1,528",538,340,278,265,280,355,145,182,107,111,130,114,15,40,45,45,107,17,64.0,
"2,256",2,1,2,76.2,"1,545",524,323,272,264,306,335,141,178,105,115,132,115,15,42,53,53,105,15,63.5,
"2,257",2,2,2,69.5,"1,549",537,332,274,265,296,323,140,181,103,110,130,108,14,39,47,48,119,16,61.5,
"2,258",2,3,2,91.1,"1,579",555,350,290,290,320,366,150,185,107,113,135,101,14,44,54,48,121,16,66.0,
"2,259",2,1,3,97.1,"1,624",552,362,290,289,315,356,152,180,105,114,140,122,16,35,52,47,108,18,64.0,
"2,260",2,2,2,94.5,"1,604",558,341,294,291,312,360,145,181,106,117,136,125,19,39,42,49,119,18,66.5,
"2,261",2,1,2,105.1,"1,647",570,375,276,286,312,336,142,184,101,109,131,106,18,45,49,48,112,14,61.5,
"2,262",2,3,2,80.6,"1,552",553,362,295,280,310,365,145,190,110,115,142,113,18,42,52,45,120,18,66.0,
"2,263",2,2,2,123.4,"1,616",565,380,320,320,350,379,150,189,113,120,150,140,16,38,54,43,119,17,65.0,
"2,264",1,3,2,88.5,"1,738",585,361,300,311,350,402,157,205,110,116,148,125,17,46,59,48,123,20,70.0,
"2,265",2,3,2,104.4,"1,576",545,350,295,295,325,369,155,185,116,120,145,126,15,37,53,49,120,20,67.0,
"2,266",2,3,2,64.2,"1,597",540,345,273,280,310,319,143,185,106,113,129,117,17,37,53,50,120,16,65.5,
"2,267",1,3,2,78.3,"1,756",558,360,285,287,318,365,156,191,104,110,140,120,16,44,54,53,123,17,68.5,
"2,268",2,2,2,119.7,"1,675",555,340,295,298,330,368,144,191,107,116,137,117,21,44,61,42,115,20,71.5,
"2,269",2,3,2,83.6,"1,678",553,350,290,280,310,342,147,187,106,114,135,125,18,43,49,53,117,15,72.5,
"2,270",1,1,2,84.9,"1,894",580,353,310,315,340,379,146,200,120,126,155,130,17,44,54,53,127,19,73.5,
"2,271",2,2,2,74.7,"1,652",542,336,300,285,310,345,140,182,106,113,132,115,16,41,46,47,111,19,64.5,
"2,272",2,2,2,78.7,"1,592",535,330,295,295,325,353,143,183,104,109,139,118,21,38,49,44,117,20,63.0,
"2,273",2,2,2,82.1,"1,710",565,352,310,297,315,338,148,195,107,113,139,116,21,42,56,45,113,21,68.5,
"2,274",1,3,2,115.3,"1,782",572,355,310,312,350,470,155,198,105,116,154,139,19,49,57,54,124,17,69.5,
"2,275",2,2,2,114.8,"1,754",590,370,330,318,345,365,152,199,113,121,150,122,20,41,51,52,124,27,74.0,
"2,276",2,2,2,149.7,"1,648",570,360,301,312,345,420,160,195,118,123,156,143,17,39,50,40,113,19,68.0,
"2,277",2,3,4,72.4,"1,497",545,350,295,282,301,342,145,185,102,111,135,111,16,40,51,42,107,17,62.0,
"2,278",2,3,2,78.2,"1,550",552,333,282,285,325,360,143,195,100,110,140,120,18,39,47,48,121,19,65.5,
"2,279",2,3,4,73.1,"1,563",530,363,295,280,301,323,152,176,101,107,133,110,15,39,45,45,108,17,60.0,
"2,280",2,2,2,100.9,"1,559",585,340,292,300,336,390,160,195,103,108,145,130,19,42,54,45,121,17,62.0,
"2,281",2,3,2,67.7,"1,624",535,326,285,275,305,335,140,183,103,107,128,113,18,39,49,43,112,20,65.0,
"2,282",2,1,3,82.5,"1,570",555,346,290,290,313,370,155,184,110,117,145,118,18,36,50,49,119,18,67.5,
"2,283",2,3,2,118.3,"1,713",560,345,305,310,350,422,146,187,106,116,147,136,15,46,55,39,112,21,66.5,
"2,284",1,2,2,92.6,"1,785",585,355,320,315,363,400,153,209,110,118,136,125,18,42,52,51,130,20,65.0,
"2,285",2,3,3,56.5,"1,455",530,350,290,286,315,405,155,175,106,111,146,144,17,36,52,55,127,23,65.5,
"2,286",2,3,2,82.1,"1,614",575,370,290,300,323,345,153,193,108,114,137,116,17,43,51,53,119,20,67.5,
"2,287",2,3,3,63.0,"1,574",545,334,292,303,333,344,143,184,107,114,145,113,18,46,54,56,120,23,68.5,
"2,288",2,3,2,140.6,"1,717",555,350,285,325,358,412,142,185,100,114,155,144,19,40,53,48,124,20,67.0,
"2,289",2,3,2,86.0,"1,723",555,342,302,305,330,322,152,200,104,110,140,113,16,43,51,50,113,21,69.5,
"2,290",2,2,2,67.8,"1,608",548,347,285,286,304,345,146,186,103,110,134,110,17,45,48,46,110,16,62.0,
"2,291",2,3,3,69.2,"1,587",565,370,295,280,301,352,152,201,105,111,136,122,18,35,48,46,112,20,63.0,
